CH1,CH2,Start,Increment,
Volt,Volt,-1.00000e-03,5.00000e-06
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.60e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.00e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.60e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.60e-01,-7.80e-01,
-1.02e+00,-7.80e-01,
-9.60e-01,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.60e-01,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-1.00e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.60e-01,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.80e-01,
-9.60e-01,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.60e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-9.80e-01,-7.80e-01,
-1.00e+00,-7.60e-01,
-1.00e+00,-7.80e-01,
-9.80e-01,-7.60e-01,
-9.80e-01,-7.60e-01,
-1.02e+00,-7.80e-01,
-1.02e+00,-7.60e-01,
-9.60e-01,-7.80e-01,
